frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,156.66508674621582,0,0.0,False
1,53.353309631347656,0,0.0,False
2,59.86762046813965,0,0.0,False
3,65.92297554016113,0,0.0,False
4,73.33898544311523,0,0.0,False
5,73.40836524963379,20,0.0,False
6,64.4223690032959,20,0.0,False
7,75.79851150512695,16,0.0,False
8,82.3965072631836,9,100.02784414049034,False
9,73.48227500915527,8,72.69902790536197,False
10,78.21345329284668,21,49.461943262266814,False
11,76.04336738586426,21,85.06237739304278,False
12,75.99449157714844,12,76.15571386115546,False
13,68.36915016174316,5,103.58891622361449,False
14,83.9846134185791,10,80.56657333110151,False
15,75.56819915771484,8,69.67871077953124,False
16,65.31858444213867,13,77.60818366252816,False
17,57.44504928588867,14,53.59751241838581,False
18,71.51412963867188,12,45.628807358811144,False
19,89.59484100341797,13,45.03603249938774,False
20,90.64435958862305,14,41.63275633501417,False
21,93.80936622619629,14,32.40560809210287,False
22,68.82214546203613,15,31.97609311169537,False
23,110.68248748779297,18,23.421756170600336,False
24,87.15057373046875,17,51.74554584523368,False
25,88.41753005981445,17,51.36403158458958,False
26,91.02034568786621,21,45.150275975983185,False
27,91.74084663391113,20,52.05986274749908,False
28,95.46732902526855,19,40.28085513109865,False
29,91.83025360107422,19,39.41373408079351,False
30,88.90032768249512,16,40.50619682285776,False
31,88.49072456359863,16,28.307601107065715,False
32,88.3173942565918,21,35.88103920577024,False
33,70.0995922088623,18,25.928261997071342,False
34,64.37540054321289,17,23.968766418276942,False
35,82.12614059448242,12,20.286962902151217,False
36,67.17920303344727,13,19.61900270897631,False
37,86.64560317993164,14,35.62360660315175,False
38,88.38891983032227,15,44.449530631848596,False
39,78.00531387329102,16,44.671544752054885,False
40,80.45578002929688,16,38.74419375378588,False
41,82.27705955505371,15,37.91110667356535,False
42,92.37504005432129,15,36.63487252668218,False
43,86.84921264648438,18,30.656395914483173,False
44,110.25571823120117,14,29.0620233015596,False
45,88.39797973632812,14,19.938805535791506,False
46,81.9704532623291,16,18.985632760023996,False
47,96.50087356567383,17,19.519456275657518,False
48,91.19129180908203,19,24.157614647142402,False
49,82.30066299438477,21,27.08600372770141,False
50,83.42909812927246,20,30.744568347665183,False
51,67.99578666687012,20,34.88957775166595,False
52,64.85462188720703,19,40.94222915381219,False
