frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,251.81007385253906,0,0.0,False
1,58.93254280090332,0,0.0,False
2,61.75374984741211,0,0.0,False
3,55.78303337097168,0,0.0,False
4,63.08150291442871,0,0.0,False
5,69.73767280578613,14,0.0,False
6,59.000492095947266,11,0.0,False
7,50.652503967285156,10,0.0,False
8,44.70682144165039,7,108.63850383716243,False
9,47.65939712524414,7,94.83856567254337,False
10,65.12928009033203,16,108.83345538828733,False
11,97.6247787475586,10,95.64287251538298,False
12,75.06966590881348,10,81.50243616124705,False
13,60.69445610046387,7,107.3391619885102,False
14,80.86061477661133,9,90.99092035044801,False
15,77.37040519714355,6,89.37749335756969,False
16,85.72125434875488,8,62.052496722876086,False
17,68.86100769042969,6,64.17907479222502,False
18,75.70910453796387,7,53.037323187690596,False
19,73.47798347473145,10,84.79546171827386,False
20,60.932159423828125,12,83.43435577882795,False
21,72.83353805541992,10,84.5292323036005,False
22,73.822021484375,12,82.42428589497335,False
23,70.33538818359375,11,57.696385721986594,False
24,80.90901374816895,16,78.01995912067723,False
25,80.78145980834961,13,68.94564765249427,False
26,66.92075729370117,10,95.48248792153284,False
27,80.95240592956543,13,79.48727551743768,False
28,81.5117359161377,13,81.86550232173677,False
29,81.9406509399414,13,70.2323435287331,False
30,78.61542701721191,13,64.65597808402394,False
31,77.8048038482666,11,56.32016045408305,False
32,63.11392784118652,9,43.77349273642755,False
33,75.99925994873047,14,45.073877104492595,False
34,72.83616065979004,11,44.98054112357649,False
35,77.93235778808594,15,54.44209758562277,False
36,62.155723571777344,19,55.80433153895322,False
37,64.0711784362793,18,56.17820636260504,False
38,67.20113754272461,16,77.2403226287479,False
39,85.07180213928223,17,60.23609919973691,False
40,79.51045036315918,15,54.35171989185096,False
41,83.72688293457031,14,48.683644625456616,False
42,83.52160453796387,12,42.002508144495515,False
43,78.54795455932617,14,42.998219057117744,False
44,82.34786987304688,13,36.3366724753124,False
45,80.05380630493164,15,41.73086011041855,False
46,80.58023452758789,17,52.1692952253955,False
47,76.45130157470703,18,48.96321362347366,False
48,71.77090644836426,15,54.307677740074595,False
49,77.44884490966797,11,46.24609219249624,False
50,78.03153991699219,11,55.59783522517681,False
51,79.23483848571777,11,49.39202506997934,False
52,80.78980445861816,9,56.423203674163624,False
