frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,244.2617416381836,0,0.0,False
1,64.86773490905762,0,0.0,False
2,65.03987312316895,0,0.0,False
3,67.67106056213379,0,0.0,False
4,69.34499740600586,0,0.0,False
5,57.312965393066406,4,0.0,False
6,39.80112075805664,7,0.0,False
7,42.24848747253418,6,0.0,False
8,51.17917060852051,5,0.0,False
9,41.70966148376465,6,95.90516616260689,False
10,43.25222969055176,6,74.81636791972248,False
11,57.23929405212402,4,90.8208053015133,False
12,77.0561695098877,4,87.20101024336333,False
13,97.49770164489746,8,115.61260466015933,False
14,73.94170761108398,8,98.4620576058192,False
15,72.02506065368652,6,91.94126718842283,False
16,79.61678504943848,6,86.5161947341152,False
17,75.4249095916748,6,78.80039065155891,False
18,69.62990760803223,9,71.66453762920864,False
19,70.63889503479004,8,71.17996522407518,False
20,72.13449478149414,10,54.21416054656868,False
21,77.0409107208252,10,60.49937963736906,False
22,73.40788841247559,9,63.807527710512936,False
23,76.10416412353516,8,54.44248120839658,False
24,76.51972770690918,9,51.971679529233256,False
25,71.34175300598145,11,54.6040318713214,False
26,59.40723419189453,12,52.20371735344152,False
27,76.14970207214355,14,50.59549840110111,False
28,77.63290405273438,11,53.760946599648015,False
29,80.72853088378906,12,41.26735168087708,False
30,80.88064193725586,12,37.7453494655146,False
31,78.59611511230469,11,29.97155985365052,False
32,75.06251335144043,13,45.816516883666885,False
33,79.88476753234863,16,52.05696704135198,False
34,80.75737953186035,18,54.36271417838642,False
35,78.70721817016602,19,65.06066456692172,False
36,80.11388778686523,16,56.80562264661207,False
37,89.68281745910645,17,62.124629292417694,False
38,82.6711654663086,17,54.83179328985968,False
39,82.33165740966797,15,53.516907368216295,False
40,77.06308364868164,17,49.22782635722491,False
41,82.9315185546875,20,61.026453752214614,False
42,92.73362159729004,21,59.460461932245074,False
43,90.44313430786133,17,60.81449694937991,False
44,87.03088760375977,22,58.11704966340041,False
45,85.85786819458008,21,60.053884028503234,False
46,88.38915824890137,16,55.60855542945565,False
47,84.52296257019043,19,52.4066928028265,False
48,84.55514907836914,20,57.5546280633008,False
49,84.11931991577148,21,63.491232691295785,False
50,86.69829368591309,24,73.51791466162494,False
51,86.8525505065918,22,75.53992963670348,False
52,61.62548065185547,21,64.88875416928381,False
